EJERCICIO;MES;ADUANA1;ADUANA2;TIPO_OPERACION;SERIAL;CAPITULO;PARTIDA;SUBPARTIDA;PAIS;PESO;CIF;FOB
2025;11;8;8;2;1;39;3921;39219043;DO ;23273.3;94025.41;90178.97
2025;3;8;8;2;1;39;3923;39233099;PR ;4356;34550.36;28174.45
2025;7;11;11;2;1;68;6813;68138100;HN ;225;162.84;157.76
2025;8;2;2;2;3;95;9504;95049000;CO ;6236.39;56191.43;54789.12
2025;5;8;8;2;3;54;5402;54023300;DO ;941.53;3840.05;3840.05
2025;8;9;9;2;3;40;4015;40159000;NI ;63.19;2052.32;1976.23
2025;1;3;3;2;1;90;9019;90191000;US ;5;15;15
2025;8;7;7;2;1;85;8541;85412900;GT ;89;67.07;65
2025;2;11;11;2;1;44;4415;44152000;HN ;7344;2429.28;1440
2025;5;9;9;2;1;83;8308;83089000;HN ;1860;24082.77;23713.97
2025;10;4;4;2;1;19;1905;19052000;GT ;10290.72;42372.91;41470.96
2025;1;9;9;2;1;42;4202;42023200;HN ;2538.64;1663.4;1415.13
2025;5;11;11;2;1;84;8482;84825000;HN ;34.46;417.67;397.72
2025;5;11;11;2;1;11;1107;11071000;HN ;1031000;732445.24;649530
2025;9;9;9;2;1;48;4804;48043920;HN ;13.58;3.63;3
2025;10;2;2;2;3;44;4411;44111319;CO ;1651.29;9266.48;9044.52
2025;11;3;3;2;1;85;8517;85176200;MX ;50.93;39408.2;38291.35
2025;7;7;7;2;1;48;4819;48192090;GT ;127936.12;349512.56;339616.16
2025;9;9;9;2;3;62;6201;62013000;NI ;146.52;2430.93;2327.04
2025;7;3;3;2;3;61;6110;61103000;AE ;40.65;2357.83;2357.83
2025;6;9;9;2;1;20;2008;20089990;CR ;17013.4;78122.46;69842.08
2025;8;3;3;2;1;82;8212;82121020;US ;10;50;50
2025;11;5;5;2;1;95;9503;95030041;GT ;22.54;1841.69;1795.74
2025;1;5;5;2;3;62;6205;62052000;GT ;2.62;186.29;186.29
2025;6;3;3;2;1;56;5609;56090000;JP ;43;12585;11880
2025;3;11;11;2;1;40;4016;40169910;HN ;8.97;90.21;88.51
2025;11;9;9;2;1;63;6304;63049300;PA ;19.2;2219.3;2085
2025;10;9;9;2;3;64;6402;64029990;NI ;1630.92;31354.26;27849.37
2025;12;2;2;2;3;42;4202;42022200;PE ;2127.49;18884.69;18297.6
2025;11;11;11;2;1;39;3923;39232910;HN ;149.32;123.1;119.7
2025;9;11;11;2;3;39;3923;39232190;HN ;76090.26;311894.94;307791.77
2025;3;5;5;2;3;42;4202;42022200;GT ;703.21;18576.87;15648.1
2025;3;4;4;2;1;84;8484;84841000;GT ;365.45;4675.89;4609.14
2025;6;21;99999;2;3;62;6212;62121000;CR ;29.3;129.68;129.68
2025;8;9;9;2;1;48;4819;48192090;CR ;1816;10426.19;9422.72
2025;11;8;8;2;3;95;9503;95030070;US ;4818.75;13878;13878
2025;4;3;3;2;3;30;3004;30042020;CO ;224.6;20391.76;20391.76
2025;5;9;9;2;1;11;1102;11022000;CR ;373613.76;262715.41;230900.2
2025;10;9;9;2;3;39;3923;39231090;CR ;4081.9;23199.8;21553.98
2025;11;8;8;2;1;82;8205;82055190;BZ ;4.43;117.11;114.18
2025;6;7;7;2;1;82;8207;82071990;GT ;500;1552.97;1552.97
2025;8;5;5;2;3;61;6108;61082100;MX ;9814.71;76160.49;74077.2
2025;11;9;9;2;1;84;8483;84831000;NI ;259.6;2388.17;2323.63
2025;7;3;3;2;1;90;9030;90301000;CU ;8;4569.84;4100
2025;2;9;9;2;1;67;6702;67029000;NI ;180;927.83;802.5
2025;5;9;9;2;1;87;8708;87089110;HN ;3044.84;76679.7;76458.33
2025;10;9;9;2;1;94;9401;94014100;NI ;2295;11818.3;10965
2025;12;4;4;2;3;61;6108;61082100;GT ;308.43;9580.44;9580.44
2025;7;9;9;2;1;85;8538;85389000;NI ;221.26;460.5;454.44
2025;9;9;9;2;1;48;4819;48192090;NI ;54188.76;178881.95;166883.75
2025;9;2;2;2;3;94;9405;94056900;CO ;566.15;3795.47;3690.36
2025;11;9;9;2;1;82;8207;82071990;NI ;49.81;4975.72;4708
2025;9;11;11;2;1;72;7226;72269910;HN ;2361.89;3292.2;3292.2
2025;11;7;7;2;3;63;6302;63029100;GT ;133.2;3448.47;3417.6
2025;7;3;3;2;1;61;6107;61072100;DO ;190.67;10618.61;10618.61
2025;6;3;3;2;3;61;6104;61046300;TW ;19.53;1093.27;979.2
2025;6;5;5;2;3;35;3506;35061000;CO ;3338.09;23762.08;23013.84
2025;3;7;7;2;3;76;7615;76151090;CO ;336.36;3614.49;3494.16
2025;7;5;5;2;3;96;9616;96162000;PE ;362.72;3263.94;3093.12
2025;9;9;9;2;1;70;7005;70052910;HN ;1552.43;1628.27;1392.3
2025;11;11;11;2;3;84;8423;84238100;HN ;639;2295;2295
2025;12;9;9;2;1;40;4010;40103100;HN ;423.65;2937.97;2861.35
2025;8;8;8;2;3;61;6108;61081100;US ;1.23;82.97;82.97
2025;6;7;7;2;1;56;5607;56075000;GT ;1640.15;15271.14;15172.6
2025;7;1;99999;2;1;27;2716;27160000;GT ;50.5;895959.4;872626.82
2025;6;9;9;2;1;7;712;7129090;PA ;208.33;3098.48;2913.15
2025;2;5;5;2;3;85;8509;85098090;PE ;126.19;2143.31;2044.68
2025;9;9;9;2;1;34;3402;34025000;CR ;1456141.75;1185813.49;855190.32
2025;5;8;8;2;1;57;5703;57039000;US ;20;70.81;30
2025;1;11;11;2;1;21;2105;21050020;HN ;27037.45;47876.2;40694.82
2025;11;9;9;2;3;96;9603;96032100;NI ;463.88;2990.13;2921.16
2025;3;8;8;2;3;96;9607;96071900;US ;2;68.21;61.19
2025;6;11;11;2;1;39;3926;39269099;HN ;23095.62;114638.78;108990.79
2025;9;9;9;2;3;85;8538;85389000;NI ;3.82;1324.99;1324.99
2025;4;11;11;2;3;73;7306;73066100;HN ;504267.64;522918.47;485914.68
2025;6;5;5;2;3;48;4820;48209000;PE ;1248.32;3105.19;2969.76
2025;8;5;5;2;3;85;8516;85166000;GT ;4663.19;21997.17;21784
2025;11;7;7;2;3;94;9405;94055090;GT ;4093.18;23691.96;23511.84
2025;3;26;99999;2;3;39;3923;39233091;TE ;628995.5;172644.51;172644.51
2025;8;7;7;2;3;85;8544;85444221;GT ;2555.38;19235.22;19057.3
2025;8;9;9;2;1;84;8484;84841000;HN ;1571.85;19505.86;19454.58
2025;12;2;2;2;3;54;5402;54024600;LB ;716.11;422.84;229.16
2025;6;9;9;2;1;96;9617;96170000;HN ;11.38;348.92;288.81
2025;11;5;5;2;1;73;7308;73084000;GT ;3080;602.28;22
2025;10;11;11;2;1;85;8501;85013100;HN ;349.73;1387.34;1280
2025;12;2;2;2;3;57;5705;57050000;MX ;1799.12;7301.69;6863.52
2025;9;7;7;2;3;38;3808;38089490;GT ;470.33;2185.37;2167.2
2025;1;9;9;2;1;84;8479;84799000;NI ;294.22;1837.79;1789.92
2025;1;9;9;2;1;63;6302;63022200;CR ;654.26;16995.23;16044.65
2025;1;9;9;2;1;48;4819;48191000;PA ;104065.77;179120.51;157742.31
2025;12;4;4;2;1;96;9609;96091010;GT ;11.03;141.72;131.04
2025;6;11;11;2;3;84;8412;84123100;HN ;43.93;1089.49;1078.39
2025;4;5;5;2;1;95;9503;95030090;GT ;524;5169.89;4933.2
2025;10;4;4;2;1;94;9405;94051990;GT ;46.25;43.75;40
2025;5;9;9;2;1;62;6208;62089100;PA ;208.15;4486.11;4293.2
2025;9;5;5;2;1;85;8544;85444210;GT ;70.1;1021.3;1021.3
2025;4;9;9;2;1;19;1905;19053190;PA ;9211;23679.53;22040
2025;2;7;7;2;3;48;4811;48114112;CO ;82.48;770.2;743.04
2025;5;9;9;2;3;87;8704;87042151;HN ;26140;228425.11;228190.91
2025;1;3;3;2;3;62;6203;62034300;NL ;229.92;21766.46;21766.46
2025;4;11;11;2;3;29;2931;29319090;HN ;6250;9375;9375
2025;7;11;11;2;3;87;8716;87168010;HN ;130;337.59;323.05
2025;6;9;9;2;1;39;3920;39202090;CR ;1248.8;7787.26;6858
2025;11;2;2;2;3;39;3919;39199000;CO ;4947.87;29965.1;29186.4
2025;9;5;5;2;1;84;8438;84383000;GT ;6952.29;53066.66;50477.5
2025;12;8;8;2;1;76;7607;76072012;HT ;18955.35;176802.33;168546.25
2025;2;20;99999;2;3;32;3215;32151990;TE ;4338.6;503076.19;503076.19
2025;5;5;5;2;3;94;9403;94036000;MX ;425.59;1085.76;996.48
2025;9;18;99999;2;3;42;4202;42023200;TE ;3.1;8.5;8.5
2025;10;3;3;2;3;29;2942;29420000;DO ;25;1063.2;1050
2025;8;8;8;2;1;18;1806;18063200;ES ;2772;9231.71;8664
2025;2;11;11;2;1;82;8205;82054000;HN ;23.63;302.04;294.49
2025;3;3;3;2;1;95;9503;95030090;US ;340;805.5;805.5
2025;4;9;9;2;1;82;8201;82013000;NI ;14196.66;49628.26;48547.4
2025;6;4;4;2;1;61;6104;61042200;GT ;205;5886.68;5770.2
2025;2;9;9;2;1;32;3204;32041300;HN ;943.96;9834.24;9511.5
2025;4;11;11;2;1;82;8201;82019010;HN ;1447.95;3105.54;3027.9
2025;1;9;9;2;1;82;8213;82130000;CR ;50;298.67;288.72
2025;4;9;9;2;1;15;1515;15152900;HN ;9834;25464.26;24758
2025;7;3;3;2;1;9;901;9011130;US ;483;5172.03;5172.03
2025;4;9;9;2;1;19;1905;19059000;NI ;616144.69;1319561.77;1192636.94
2025;2;6;99999;2;3;72;7210;72104990;TE ;19400;679;679
2025;4;8;8;2;3;64;6403;64039990;US ;4875.16;197787.12;197787.12
2025;1;11;11;2;1;82;8204;82041100;HN ;334.76;1669.68;1627.94
2025;1;2;2;2;3;54;5404;54049000;PE ;31.96;235.8;226.8
2025;4;3;3;2;1;18;1806;18069000;IT ;4;28.56;21.6
2025;7;8;8;2;3;61;6106;61062000;GB ;36.29;1327.41;1327.41
2025;9;4;4;2;1;48;4817;48171000;GT ;2092.88;6438.51;6087.93
2025;4;5;5;2;3;94;9401;94017900;PE ;327.67;949;912.24
2025;5;5;5;2;3;63;6307;63079090;PE ;8994.71;77234.47;74006.2
2025;7;7;7;2;1;85;8529;85291000;GT ;295.65;1896.62;1830.75
2025;1;9;9;2;3;85;8536;85362090;CR ;89.7;3901.51;3901.51
2025;12;4;4;2;1;82;8201;82014020;GT ;2862.59;17530.08;17091.83
2025;4;5;5;2;3;48;4811;48114119;PE ;188.49;1332.32;1270.8
2025;11;21;99999;2;3;82;8214;82141000;CR ;0.8;20.8;20.8
2025;9;3;3;2;1;84;8481;84818090;US ;2.07;858.3;827.59
2025;1;9;9;2;3;62;6209;62092000;CR ;368.91;13346.57;13124.88
2025;2;3;3;2;3;61;6114;61143000;KR ;3.4;6;6
2025;1;5;5;2;3;85;8505;85051900;PE ;266.21;1004.78;957.6
2025;9;9;9;2;1;33;3305;33059000;NI ;55191.02;249875.33;229024.53
2025;4;9;9;2;3;94;9405;94052900;NI ;52.02;491.95;473.6
2025;9;7;7;2;3;82;8215;82152000;GT ;1394.56;8087.38;8026.68
2025;12;8;8;2;1;19;1904;19049090;US ;35298.68;288739.84;288739.84
2025;3;9;9;2;3;61;6117;61178090;CR ;1.95;91.17;88.26
2025;6;9;9;2;1;38;3810;38101000;PA ;125.32;269;254.52
2025;1;3;3;2;1;61;6108;61089200;US ;200;926.4;500
2025;3;9;9;2;1;84;8474;84748090;NI ;920;961.58;645
2025;4;8;8;2;1;19;1902;19021100;US ;13253;38954.76;38954.76
2025;3;5;5;2;1;94;9403;94039900;GT ;53;1378.84;938.46
2025;5;4;4;2;1;61;6104;61045300;GT ;5.1;178.66;173.4
2025;7;5;5;2;1;40;4008;40082990;GT ;158.4;564.39;554.4
2025;5;8;8;2;1;48;4802;48025639;DO ;31588.74;44045.02;42281.6
2025;9;9;9;2;1;19;1905;19059000;NI ;529987.96;1110601.47;1006716.11
2025;8;8;8;2;3;95;9508;95084000;US ;65244.73;1269490.58;1236572
2025;4;9;9;2;1;30;3004;30043210;CR ;47.96;30539.85;30379.96
2025;8;2;2;2;3;84;8471;84716000;CO ;1479.1;14523.71;14128.8
2025;8;2;2;2;3;54;5404;54049000;CO ;16.4;219.14;211.68
2025;5;7;7;2;3;85;8506;85061010;GT ;5533.23;74994.58;74437.44
2025;6;9;9;2;1;61;6104;61044200;NI ;5.33;244.42;232.76
2025;2;2;2;2;1;76;7602;76020000;EC ;58594.64;122429.24;122429.24
2025;7;7;7;2;3;82;8213;82130000;GT ;2431.63;21163.25;21019.2
2025;7;4;4;2;1;19;1905;19052000;GT ;11187.48;44520.86;43482.58
2025;6;8;8;2;1;73;7325;73259900;US ;5852;4812.43;154
2025;4;3;3;2;3;84;8451;84519000;CR ;1.95;1912.88;1753
2025;11;4;4;2;1;85;8503;85030000;GT ;50;646;455
2025;11;11;11;2;1;39;3919;39191010;HN ;5266.06;34679.09;32542.17
2025;2;7;7;2;3;33;3304;33049900;GT ;8169.22;96697.85;95642.36
2025;5;5;5;2;3;54;5402;54023300;MX ;19290.74;33136.93;33005
2025;12;3;3;2;3;60;6006;60062200;GT ;37.89;98.61;71.65
2025;5;11;11;2;3;94;9403;94036000;HN ;4525.72;10473.37;10403.6
2025;8;11;11;2;1;49;4911;49111090;HN ;22620.77;89332.87;85289.49
2025;12;11;11;2;3;85;8516;85161000;HN ;237.33;2441.76;2302.08
2025;12;8;8;2;3;21;2101;21011100;US ;15574.7;318634.82;318634.82
2025;11;8;8;2;1;25;2523;25232900;BZ ;102000;12997.92;10397.92
2025;10;5;5;2;3;48;4811;48114920;MX ;66;580;580
2025;12;5;5;2;1;39;3920;39205110;GT ;81;354.52;333
2025;10;9;9;2;1;73;7315;73158200;CR ;398.6;1701.84;1668.06
2025;6;7;7;2;3;92;9205;92059090;GT ;212.2;1305.64;1296
2025;1;5;5;2;1;63;6302;63026000;MX ;29429.17;368916.62;349364.02
2025;1;8;8;2;1;10;1005;10059090;US ;979.77;2520;2520
2025;5;9;9;2;1;85;8539;85392100;CR ;9;282.28;228.08
2025;10;9;9;2;3;61;6103;61034200;HN ;69.24;1704.93;1704.93
2025;6;9;9;2;1;73;7307;73079900;NI ;8.17;227.52;221.83
2025;10;7;7;2;3;32;3213;32139000;GT ;6738.14;35334.25;35066.88
2025;10;2;2;2;3;94;9403;94037000;MX ;587.02;2416.89;2287.32
2025;2;11;11;2;3;96;9612;96121090;HN ;41;2160;2160
2025;8;11;11;2;3;33;3305;33052000;HN ;21.84;240.19;229.32
2025;11;11;11;2;1;64;6401;64019200;HN ;25145;68803.81;67830.74
2025;2;11;11;2;3;85;8504;85044000;HN ;75.99;2826.24;2826.24
2025;8;3;3;2;3;84;8451;84519000;HN ;3.15;344;344
2025;2;9;9;2;3;96;9603;96033000;NI ;9.65;666.9;641.82
2025;7;11;11;2;1;84;8463;84639000;HN ;166;2285.27;2213.9
2025;3;4;4;2;1;62;6208;62089900;GT ;107.1;900.8;871.37
2025;5;5;5;2;3;48;4811;48114111;GT ;110;1297.43;1266.4
2025;1;5;5;2;3;82;8211;82119100;CO ;436.94;1988.82;1937.52
2025;2;2;2;2;3;33;3307;33079090;MX ;872.74;3974.46;3555.36
2025;12;9;9;2;1;60;6006;60062400;NI ;2464.85;27206.73;26175.15
2025;5;5;5;2;3;62;6214;62143000;MX ;102.65;538.47;502.2
2025;8;3;3;2;3;55;5512;55129900;NI ;3.1;13.51;13.51
2025;2;3;3;2;3;59;5903;59039090;US ;116;3312.62;3311.28
2025;4;11;11;2;3;32;3215;32151990;HN ;62.75;1623.71;1600.46
2025;2;5;5;2;1;32;3208;32089050;GT ;318.38;1283.46;1264.32
2025;2;18;99999;2;3;62;6205;62052000;US ;1.5;30;30
2025;4;9;9;2;1;39;3924;39241090;NI ;44574.56;179936.55;174086.98
2025;10;8;8;2;1;48;4818;48181000;GT ;2;0.02;0.02
2025;6;9;9;2;1;64;6406;64061090;HN ;39;570.93;562.2
2025;7;9;9;2;1;84;8466;84669200;HN ;1.89;277.92;269.25
2025;3;21;99999;2;3;84;8479;84798900;TE ;1200;10000;10000
2025;9;9;9;2;1;59;5908;59080000;PA ;35.6;615.29;500
2025;6;3;3;2;3;58;5807;58079000;HT ;110.8;2579.37;2273.4
2025;12;8;8;2;3;62;6206;62064000;US ;9410;251281.56;229604.78
2025;3;11;11;2;1;90;9020;90200000;HN ;31.32;1561.84;1492.52
2025;2;9;9;2;3;72;7210;72104110;HN ;18481.81;18638.45;17573.74
2025;6;9;9;2;3;85;8543;85437099;CR ;149.97;3662.55;3577.32
2025;7;9;9;2;1;30;3006;30066000;CR ;1569.6;57186.08;55791.36
2025;12;3;3;2;1;48;4819;48194000;CR ;254.45;3483.04;2872.4
2025;7;9;9;2;1;61;6107;61071100;CR ;34.4;980.09;917.1
2025;8;8;8;2;3;62;6202;62024000;US ;188.86;8750.4;8750.4
2025;12;9;9;2;1;42;4202;42022900;HN ;24.53;205.1;200
2025;11;2;2;2;3;19;1902;19021900;PE ;505.91;1780.86;1728
2025;3;9;9;2;1;94;9403;94037000;HN ;46891.46;151093.59;139016.71
2025;4;3;3;2;3;42;4202;42029200;EC ;383.8;11900.09;10916.8
2025;7;5;5;2;3;85;8543;85437099;PE ;467.37;6627;6306.48
2025;1;8;8;2;3;63;6302;63023100;US ;15111.92;239995.88;238774.62
2025;3;5;5;2;1;23;2301;23012090;GT ;259459.2;137896.59;128128
2025;3;26;99999;2;1;84;8418;84186990;GT ;1177.94;9811.49;9503.27
2025;7;4;4;2;1;59;5903;59032000;GT ;496.55;2112.99;2048.1
2025;7;3;3;2;1;38;3822;38229000;HN ;78.9;5901.74;4050.74
2025;8;11;11;2;3;65;6505;65050090;HN ;56.68;1058.71;1042
2025;1;11;11;2;1;16;1602;16023900;HN ;58468.65;329695.52;321201.64
2025;2;3;3;2;3;61;6101;61013000;CA ;34;2187.07;2187.07
2025;10;9;9;2;1;90;9020;90200000;NI ;587.22;6976.13;6815.23
2025;9;5;5;2;1;19;1905;19053200;GT ;19287.58;54677.15;52981.02
2025;6;5;5;2;3;48;4811;48114119;GT ;453.18;2183.29;2151.6
2025;8;3;3;2;1;22;2208;22087000;US ;695;2675.27;2345
2025;9;9;9;2;1;39;3919;39191010;NI ;20540.64;66753.74;63606.86
2025;11;3;3;2;3;39;3923;39232990;PE ;15.1;305.18;273.7
2025;10;21;99999;2;3;32;3215;32151130;TE ;695;10362.92;10362.92
2025;3;7;7;2;1;84;8433;84331100;GT ;66.49;907.61;884.91
2025;4;3;3;2;3;85;8544;85443000;US ;120007.5;3440953.43;3440953.43
2025;10;9;9;2;3;33;3305;33052000;CR ;80.45;832.87;792.09
2025;7;11;11;2;3;72;7208;72085490;HN ;41810;34449.45;31193.99
2025;5;11;11;2;1;55;5508;55081020;HN ;475;4373.73;4295.03
2025;1;5;5;2;3;63;6307;63079090;TE ;333.96;2196.34;2105.4
2025;5;9;9;2;3;96;9609;96091090;PA ;16.87;15.4;13.57
2025;3;9;9;2;1;30;3004;30042010;CR ;62.92;37615.06;37372.27
2025;1;11;11;2;3;72;7208;72085300;HN ;55774;48574.37;44217.43
2025;10;9;9;2;1;39;3926;39264000;NI ;40;60.56;45
2025;10;3;3;2;1;85;8531;85319000;CO ;7.33;312;312
2025;6;9;9;2;3;95;9503;95030041;NI ;15.5;880.35;813.12
2025;12;9;9;2;1;31;3105;31052000;PA ;153720;106427.65;91470.72
2025;4;9;9;2;1;73;7310;73102100;PA ;855;4702.89;4325.2
2025;11;8;8;2;1;49;4901;49019900;GB ;210;383.63;260
2025;3;11;11;2;3;90;9004;90049090;HN ;117.49;662.91;629.12
2025;11;8;8;2;3;16;1604;16041490;FR ;235022;1097463.38;1074843.38
2025;2;8;8;2;3;52;5202;52029900;BE ;15610.09;15776.83;14673.48
2025;1;9;9;2;3;82;8212;82121020;CR ;88.99;3403.1;3288.48
2025;4;9;9;2;1;82;8213;82130000;CR ;20.09;157.92;153.97
2025;11;7;7;2;3;96;9609;96099090;GT ;1044.46;10169.99;10095.12
2025;9;9;9;2;1;72;7215;72155000;HN ;57192.95;52905.75;51042.65
2025;1;11;11;2;1;87;8708;87089300;HN ;83.56;495.34;480.24
2025;4;3;3;2;1;84;8471;84718000;US ;3.94;162.7;162.7
2025;10;11;11;2;1;11;1101;11010000;HN ;126960;72681.45;65712
2025;8;5;5;2;3;39;3920;39206219;GT ;3769.35;8330.26;7956.27
2025;3;9;9;2;1;39;3923;39232190;HN ;186357.41;375960.61;366466.07
2025;4;5;5;2;3;39;3923;39233099;GT ;317.94;3151.93;3047.12
2025;6;4;4;2;1;34;3402;34029020;GT ;10385.4;11464.2;10523.76
2025;8;7;7;2;3;44;4417;44170000;GT ;1253.4;1842.62;1806.48
2025;2;5;5;2;3;73;7323;73239190;GT ;64.85;638.26;607.41
2025;2;2;2;2;3;39;3919;39199000;CO ;1127.11;6723.1;6639.84
2025;5;11;11;2;1;52;5205;52051200;HN ;5407.82;16363.59;15520.47
2025;2;5;5;2;1;49;4911;49119990;GT ;10355.4;25104.6;23744.52
2025;2;9;9;2;1;28;2827;28273990;NI ;1000;2746.08;2640
2025;5;11;11;2;1;48;4819;48192090;HN ;160212.9;303354.18;281074.7
2025;2;9;9;2;1;82;8207;82075000;CR ;7.56;71.29;69.5
2025;12;2;2;2;3;33;3304;33049900;MX ;703.74;12249.2;11459.44
2025;2;3;3;2;1;33;3301;33012990;CO ;35.2;930.15;466.4
2025;10;2;2;2;3;48;4819;48192090;PE ;345.77;2036.05;1975.68
2025;3;3;3;2;1;90;9031;90318000;NL ;22.7;5670.32;5186.52
2025;5;9;9;2;3;59;5903;59039010;HN ;323;5337.87;5139.76
2025;5;9;9;2;1;39;3919;39191090;HN ;370.9;12414.99;11736.42
2025;10;18;99999;2;3;73;7326;73269000;US ;18.98;106.8;106.8
2025;10;7;7;2;1;63;6307;63072000;GT ;23.23;403.2;393.12
2025;3;5;5;2;3;73;7326;73269000;TE ;345.1;3161.67;2915.94
2025;10;5;5;2;1;16;1602;16024990;GT ;199.64;959.2;934.37
2025;3;3;3;2;3;62;6203;62034300;CR ;454.25;17115.84;17115.84
2025;2;8;8;2;3;28;2834;28342900;US ;11310;66597.3;66597.3
2025;2;7;7;2;1;48;4818;48182000;GT ;72987.08;197759.62;186221.14
2025;2;9;9;2;1;83;8302;83021010;CR ;33;304.34;296
2025;3;7;7;2;3;42;4202;42029200;PE ;321.62;3225.23;3110.4
2025;4;9;9;2;1;30;3004;30049091;CR ;117071.77;500967.38;484304.89
2025;8;5;5;2;3;39;3926;39261090;PE ;394.25;4642.26;4422.48
2025;9;7;7;2;3;33;3304;33049900;GT ;10007.07;92590.84;91963.96
2025;3;5;5;2;3;70;7013;70134900;GT ;579.06;4181.39;4007.84
2025;1;8;8;2;1;72;7210;72104910;GT ;74176;85120;80553.29
2025;5;4;4;2;1;63;6305;63051000;GT ;19332;65644.87;61903.19
2025;8;4;4;2;1;84;8482;84829900;GT ;29.7;412.91;393.55
2025;3;21;99999;2;3;65;6505;65050090;CR ;0.09;6.9;6.9
2025;2;11;11;2;3;34;3401;34011119;HN ;629.89;3596.48;3385.72
2025;11;11;11;2;3;90;9025;90251900;HN ;20.24;2568.78;2556.07
2025;7;9;9;2;3;37;3702;37024490;NI ;84;1404;1404
2025;10;9;9;2;1;48;4802;48025891;NI ;1210;3673.85;3448.4
2025;7;9;9;2;1;94;9403;94037000;NI ;151156.2;512862.09;490842.36
2025;6;3;3;2;3;64;6403;64035900;BE ;3481.94;159247;159247
2025;9;3;3;2;1;62;6204;62044200;US ;131.78;12749;12749
2025;9;9;9;2;1;59;5908;59080000;EC ;2977.71;184.6;180
2025;6;9;9;2;3;85;8505;85052000;CR ;10;851.82;851.82
2025;12;26;99999;2;3;21;2106;21069079;HN ;147;12567.06;12567.06
2025;10;7;7;2;3;95;9503;95030041;GT ;7974.2;136349.3;135343.94
2025;8;8;8;2;1;32;3208;32081090;BZ ;1005.97;4860.03;4619.9
2025;12;5;5;2;3;22;2202;22029990;MX ;1596.87;3031.55;2668.32
2025;2;9;9;2;1;82;8206;82060000;NI ;89.68;548.39;459.79
2025;10;3;3;2;1;90;9018;90189000;PA ;568;14627.5;14500
2025;6;4;4;2;1;84;8412;84128000;GT ;50;1150.87;1114.1
2025;1;9;9;2;3;91;9102;91021100;PA ;11.96;78.68;65.28
2025;8;5;5;2;1;55;5513;55132100;MX ;1868;27335.99;26816.57
2025;9;9;9;2;3;62;6205;62053000;CR ;146.36;2223.09;2091.24
2025;12;9;9;2;3;73;7323;73239990;NI ;95.51;701.67;684.21
2025;1;8;8;2;3;39;3923;39232190;US ;21190.97;167762.31;167610.42
2025;2;3;3;2;1;95;9506;95069900;DE ;2.22;30.7;30.7
2025;9;3;3;2;3;61;6107;61072100;TE ;78.51;8625.5;8625.5
2025;8;3;3;2;3;61;6105;61052000;US ;10514.78;756569.47;709930.24
2025;2;3;3;2;1;21;2106;21069030;VE ;49.19;52.69;52.69
2025;1;3;3;2;3;55;5513;55132390;TE ;1;7.65;7.65
2025;7;8;8;2;3;60;6002;60024019;US ;114.36;3048.5;3048.5
2025;6;9;9;2;1;83;8301;83014090;NI ;33.83;478.51;467.38
2025;3;9;9;2;1;73;7326;73261900;CR ;134.54;203.63;198.15
2025;4;9;9;2;3;62;6212;62121000;CR ;274.77;12552.81;12185.95
2025;10;5;5;2;1;73;7314;73144100;GT ;1244.59;5595.19;5470.2
2025;10;2;2;2;3;48;4811;48119099;CO ;7812.39;42456.84;41174.4
2025;5;5;5;2;3;94;9404;94049000;MX ;868.93;8316.59;7717.08
2025;8;2;2;2;3;83;8302;83024190;MX ;70.55;1037.81;973.2
2025;7;3;3;2;3;62;6205;62052000;US ;1420.97;125154.78;124469.75
2025;7;9;9;2;1;60;6006;60062400;NI ;10706.16;122162.98;120288.53
2025;10;9;9;2;1;39;3926;39269040;NI ;283;1005.08;934.47
2025;6;9;9;2;3;40;4015;40151900;NI ;83.85;787.36;754.52
2025;9;2;2;2;1;47;4707;47079000;EC ;369461;98276.65;77726.64
2025;10;9;9;2;3;73;7323;73239490;PA ;21.31;26.32;23.65
2025;11;3;3;2;1;62;6205;62059090;PA ;13.96;1603.89;1226.65
2025;8;9;9;2;3;83;8306;83062900;NI ;488.43;2101.92;2016.48
2025;9;7;7;2;3;39;3923;39235090;GT ;2474.41;18495.21;17961.32
2025;4;9;9;2;1;61;6103;61033300;HN ;53.52;2882.58;2817.36
2025;5;5;5;2;3;56;5604;56041000;MX ;27.72;127.9;118.56
2025;8;3;3;2;3;61;6109;61099000;JP ;10.61;588.1;588.1
2025;7;4;4;2;1;82;8201;82019090;GT ;24.23;257.29;250.85
2025;6;7;7;2;3;82;8205;82055110;GT ;546.11;3878.39;3851.82
2025;8;3;3;2;1;85;8537;85371000;DE ;12.26;6360.58;6360.58
2025;1;7;7;2;1;38;3808;38089490;GT ;86858.14;30511.58;27463.8
2025;9;11;11;2;3;39;3923;39235090;HN ;19372.32;88514.95;88430.87
2025;9;5;5;2;1;21;2106;21069020;GT ;101504.56;229780.92;224899.48
2025;7;5;5;2;3;69;6914;69149000;MX ;105.5;157.37;144
2025;5;5;5;2;3;39;3919;39199000;MX ;338.97;1621.93;1500
2025;1;3;3;2;1;84;8443;84439900;GT ;13;650.99;542.85
2025;9;9;9;2;1;11;1102;11022000;HN ;1740874.31;1182459.78;1090780.02
2025;6;8;8;2;1;9;901;9011130;US ;628141.5;3634840.28;3610099.75
2025;10;9;9;2;1;73;7318;73181200;HN ;150;621.5;600
2025;3;9;9;2;1;61;6105;61052000;HN ;1.93;78.45;77.63
2025;11;5;5;2;3;70;7013;70132800;MX ;460.53;1409.2;1195
